product,animal,time_of_day,storage,days_since,density,fat,snf,size,condition,type,purity,moisture,name,ripeness,color,quantity,freshness,grade
milk,buffalo,evening,room,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
fruits,,,room,1,0.0,0.0,0.0,large,,,,,watermelon,medium,red,38.0,90.0,A
milk,goat,evening,room,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
vegetables,,,room,6,0.0,0.0,0.0,medium,,,,,chilli,medium,green,29.0,40.0,C
eggs,,,room,14,0.0,0.0,0.0,medium,dirty,,,,,,,2.0,,C
fruits,,,room,3,0.0,0.0,0.0,large,,,,,strawberry,soft,green,27.0,70.0,B
fruits,,,refrigerated,6,0.0,0.0,0.0,large,,,,,watermelon,soft,red,41.0,40.0,C
fruits,,,room,7,0.0,0.0,0.0,medium,,,,,pineapple,soft,red,46.0,30.0,C
vegetables,,,room,0,0.0,0.0,0.0,small,,,,,broccoli,medium,green,33.0,100.0,A
honey,,,refrigerated,143,0.0,0.0,0.0,,,dark,80,20,,,,85.7,,C
honey,,,room,298,0.0,0.0,0.0,,,light,85,17,,,,70.2,,C
honey,,,room,42,0.0,0.0,0.0,,,dark,80,20,,,,95.8,,C
eggs,,,refrigerated,1,0.0,0.0,0.0,large,dirty,,,,,,,93.0,,C
eggs,,,room,3,0.0,0.0,0.0,small,clean,,,,,,,79.0,,C
vegetables,,,refrigerated,3,0.0,0.0,0.0,medium,,,,,cucumber,hard,yellow,3.0,70.0,B
honey,,,refrigerated,282,0.0,0.0,0.0,,,light,85,17,,,,71.8,,C
fruits,,,room,0,0.0,0.0,0.0,small,,,,,strawberry,hard,green,13.0,100.0,A
honey,,,room,89,0.0,0.0,0.0,,,dark,80,20,,,,91.1,,C
honey,,,refrigerated,168,0.0,0.0,0.0,,,light,85,17,,,,83.2,,C
milk,cow,morning,refrigerated,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
honey,,,refrigerated,10,0.0,0.0,0.0,,,dark,80,20,,,,99.0,,C
fruits,,,refrigerated,0,0.0,0.0,0.0,medium,,,,,guava,soft,red,16.0,100.0,A
vegetables,,,refrigerated,3,0.0,0.0,0.0,large,,,,,onion,soft,green,41.0,70.0,B
eggs,,,room,12,0.0,0.0,0.0,large,dirty,,,,,,,16.0,,C
vegetables,,,room,3,0.0,0.0,0.0,small,,,,,cucumber,medium,red,42.0,70.0,B
vegetables,,,room,2,0.0,0.0,0.0,medium,,,,,carrot,soft,red,47.0,80.0,A
honey,,,refrigerated,10,0.0,0.0,0.0,,,dark,80,20,,,,99.0,,C
fruits,,,refrigerated,3,0.0,0.0,0.0,large,,,,,papaya,soft,red,37.0,70.0,B
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,onion,soft,red,15.0,30.0,C
honey,,,refrigerated,287,0.0,0.0,0.0,,,light,85,17,,,,71.3,,C
honey,,,room,287,0.0,0.0,0.0,,,light,85,17,,,,71.3,,C
honey,,,refrigerated,288,0.0,0.0,0.0,,,light,85,17,,,,71.2,,C
fruits,,,refrigerated,6,0.0,0.0,0.0,small,,,,,pear,medium,red,19.0,40.0,C
milk,buffalo,morning,refrigerated,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
vegetables,,,room,6,0.0,0.0,0.0,medium,,,,,zucchini,hard,red,22.0,40.0,C
honey,,,room,115,0.0,0.0,0.0,,,light,85,17,,,,88.5,,C
eggs,,,refrigerated,5,0.0,0.0,0.0,large,dirty,,,,,,,65.0,,C
milk,cow,morning,refrigerated,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
fruits,,,room,4,0.0,0.0,0.0,small,,,,,mango,hard,green,22.0,60.0,B
honey,,,refrigerated,267,0.0,0.0,0.0,,,dark,80,20,,,,73.3,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,potato,hard,green,2.0,40.0,C
eggs,,,room,13,0.0,0.0,0.0,small,dirty,,,,,,,9.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,small,,,,,blueberry,soft,red,37.0,90.0,A
vegetables,,,room,2,0.0,0.0,0.0,large,,,,,beetroot,soft,yellow,34.0,80.0,A
milk,cow,evening,room,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
honey,,,room,20,0.0,0.0,0.0,,,dark,80,20,,,,98.0,,C
vegetables,,,refrigerated,4,0.0,0.0,0.0,large,,,,,lettuce,soft,green,22.0,60.0,B
vegetables,,,room,3,0.0,0.0,0.0,small,,,,,cabbage,medium,yellow,5.0,70.0,B
milk,buffalo,evening,room,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
milk,goat,evening,room,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,large,,,,,kiwi,hard,red,25.0,50.0,B
vegetables,,,room,0,0.0,0.0,0.0,small,,,,,carrot,hard,green,11.0,100.0,A
milk,cow,evening,refrigerated,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
honey,,,room,294,0.0,0.0,0.0,,,light,85,17,,,,70.6,,C
eggs,,,room,7,0.0,0.0,0.0,large,clean,,,,,,,51.0,,C
milk,buffalo,morning,room,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
vegetables,,,room,1,0.0,0.0,0.0,large,,,,,pepper,hard,green,7.0,90.0,A
vegetables,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,cucumber,soft,red,42.0,90.0,A
vegetables,,,refrigerated,5,0.0,0.0,0.0,small,,,,,onion,hard,green,47.0,50.0,B
vegetables,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,zucchini,medium,yellow,33.0,90.0,A
milk,goat,morning,room,3,1.032,4.5,8.0,,,,,,,,,55.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,broccoli,soft,yellow,49.0,50.0,B
fruits,,,room,7,0.0,0.0,0.0,medium,,,,,apple,hard,green,22.0,30.0,C
vegetables,,,refrigerated,1,0.0,0.0,0.0,small,,,,,lettuce,hard,yellow,31.0,90.0,A
milk,buffalo,evening,refrigerated,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
eggs,,,refrigerated,10,0.0,0.0,0.0,small,clean,,,,,,,30.0,,C
fruits,,,room,6,0.0,0.0,0.0,large,,,,,grapes,soft,yellow,50.0,40.0,C
honey,,,refrigerated,90,0.0,0.0,0.0,,,dark,80,20,,,,91.0,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,large,,,,,kiwi,hard,red,42.0,50.0,B
vegetables,,,room,3,0.0,0.0,0.0,small,,,,,zucchini,medium,green,8.0,70.0,B
milk,cow,evening,refrigerated,6,1.03,3.5,8.5,,,,,,,,,10.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,small,,,,,grapes,medium,green,49.0,30.0,C
eggs,,,room,9,0.0,0.0,0.0,small,dirty,,,,,,,37.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,large,,,,,papaya,medium,yellow,17.0,90.0,A
honey,,,refrigerated,239,0.0,0.0,0.0,,,light,85,17,,,,76.1,,C
eggs,,,room,7,0.0,0.0,0.0,medium,clean,,,,,,,51.0,,C
vegetables,,,room,4,0.0,0.0,0.0,small,,,,,potato,medium,red,29.0,60.0,B
milk,cow,evening,room,4,1.03,3.5,8.5,,,,,,,,,40.0,,C
fruits,,,refrigerated,0,0.0,0.0,0.0,small,,,,,orange,hard,yellow,14.0,100.0,A
milk,cow,morning,room,5,1.03,3.5,8.5,,,,,,,,,25.0,,C
eggs,,,room,8,0.0,0.0,0.0,small,clean,,,,,,,44.0,,C
eggs,,,room,4,0.0,0.0,0.0,small,clean,,,,,,,72.0,,C
fruits,,,refrigerated,2,0.0,0.0,0.0,small,,,,,blueberry,hard,green,22.0,80.0,A
milk,goat,evening,room,2,1.032,4.5,8.0,,,,,,,,,70.0,,C
fruits,,,room,3,0.0,0.0,0.0,medium,,,,,mango,medium,red,42.0,70.0,B
milk,goat,morning,room,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
eggs,,,refrigerated,4,0.0,0.0,0.0,small,dirty,,,,,,,72.0,,C
vegetables,,,refrigerated,4,0.0,0.0,0.0,medium,,,,,spinach,hard,yellow,1.0,60.0,B
fruits,,,refrigerated,1,0.0,0.0,0.0,small,,,,,kiwi,soft,green,25.0,90.0,A
eggs,,,room,1,0.0,0.0,0.0,large,dirty,,,,,,,93.0,,C
eggs,,,room,11,0.0,0.0,0.0,medium,clean,,,,,,,23.0,,C
vegetables,,,room,3,0.0,0.0,0.0,small,,,,,cauliflower,hard,green,48.0,70.0,B
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,potato,hard,yellow,40.0,30.0,C
honey,,,refrigerated,1,0.0,0.0,0.0,,,dark,80,20,,,,99.9,,C
eggs,,,refrigerated,11,0.0,0.0,0.0,medium,dirty,,,,,,,23.0,,C
milk,buffalo,morning,refrigerated,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,cabbage,medium,green,6.0,30.0,C
fruits,,,room,6,0.0,0.0,0.0,large,,,,,pear,soft,green,2.0,40.0,C
milk,goat,morning,refrigerated,2,1.032,4.5,8.0,,,,,,,,,70.0,,C
milk,cow,morning,refrigerated,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
eggs,,,refrigerated,7,0.0,0.0,0.0,large,dirty,,,,,,,51.0,,C
honey,,,refrigerated,94,0.0,0.0,0.0,,,dark,80,20,,,,90.6,,C
milk,buffalo,evening,refrigerated,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
eggs,,,refrigerated,0,0.0,0.0,0.0,medium,clean,,,,,,,100.0,,C
eggs,,,refrigerated,12,0.0,0.0,0.0,medium,dirty,,,,,,,16.0,,C
fruits,,,refrigerated,2,0.0,0.0,0.0,large,,,,,orange,hard,yellow,25.0,80.0,A
honey,,,room,190,0.0,0.0,0.0,,,dark,80,20,,,,81.0,,C
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,cauliflower,soft,red,35.0,30.0,C
eggs,,,room,10,0.0,0.0,0.0,large,clean,,,,,,,30.0,,C
milk,cow,morning,refrigerated,5,1.03,3.5,8.5,,,,,,,,,25.0,,C
eggs,,,room,4,0.0,0.0,0.0,small,clean,,,,,,,72.0,,C
honey,,,room,11,0.0,0.0,0.0,,,light,85,17,,,,98.9,,C
fruits,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,pear,medium,yellow,18.0,40.0,C
honey,,,refrigerated,217,0.0,0.0,0.0,,,light,85,17,,,,78.3,,C
fruits,,,refrigerated,0,0.0,0.0,0.0,small,,,,,papaya,hard,yellow,9.0,100.0,A
honey,,,room,180,0.0,0.0,0.0,,,light,85,17,,,,82.0,,C
milk,goat,morning,room,4,1.032,4.5,8.0,,,,,,,,,40.0,,C
honey,,,refrigerated,355,0.0,0.0,0.0,,,dark,80,20,,,,64.5,,C
eggs,,,room,6,0.0,0.0,0.0,small,clean,,,,,,,58.0,,C
milk,cow,morning,room,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
milk,goat,evening,room,6,1.032,4.5,8.0,,,,,,,,,10.0,,C
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,onion,hard,red,17.0,30.0,C
fruits,,,refrigerated,4,0.0,0.0,0.0,small,,,,,grapes,soft,green,41.0,60.0,B
eggs,,,room,7,0.0,0.0,0.0,small,dirty,,,,,,,51.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,watermelon,medium,green,43.0,30.0,C
eggs,,,room,3,0.0,0.0,0.0,medium,dirty,,,,,,,79.0,,C
eggs,,,refrigerated,13,0.0,0.0,0.0,large,dirty,,,,,,,9.0,,C
vegetables,,,room,2,0.0,0.0,0.0,large,,,,,tomato,medium,green,15.0,80.0,A
eggs,,,room,6,0.0,0.0,0.0,medium,clean,,,,,,,58.0,,C
honey,,,room,46,0.0,0.0,0.0,,,light,85,17,,,,95.4,,C
eggs,,,room,7,0.0,0.0,0.0,large,clean,,,,,,,51.0,,C
eggs,,,refrigerated,3,0.0,0.0,0.0,large,dirty,,,,,,,79.0,,C
vegetables,,,refrigerated,3,0.0,0.0,0.0,large,,,,,carrot,soft,red,48.0,70.0,B
eggs,,,refrigerated,14,0.0,0.0,0.0,medium,dirty,,,,,,,2.0,,C
vegetables,,,room,1,0.0,0.0,0.0,large,,,,,chilli,soft,green,16.0,90.0,A
vegetables,,,refrigerated,1,0.0,0.0,0.0,small,,,,,tomato,hard,yellow,30.0,90.0,A
fruits,,,room,2,0.0,0.0,0.0,small,,,,,banana,soft,red,45.0,80.0,A
vegetables,,,refrigerated,2,0.0,0.0,0.0,large,,,,,spinach,medium,red,17.0,80.0,A
honey,,,refrigerated,254,0.0,0.0,0.0,,,light,85,17,,,,74.6,,C
milk,cow,morning,refrigerated,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
milk,goat,evening,refrigerated,6,1.032,4.5,8.0,,,,,,,,,10.0,,C
eggs,,,refrigerated,5,0.0,0.0,0.0,medium,clean,,,,,,,65.0,,C
vegetables,,,room,1,0.0,0.0,0.0,medium,,,,,tomato,soft,yellow,16.0,90.0,A
honey,,,refrigerated,10,0.0,0.0,0.0,,,light,85,17,,,,99.0,,C
milk,buffalo,evening,room,7,1.04,6.5,9.0,,,,,,,,,0.0,,C
eggs,,,room,2,0.0,0.0,0.0,small,dirty,,,,,,,86.0,,C
milk,cow,evening,refrigerated,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
eggs,,,room,8,0.0,0.0,0.0,large,dirty,,,,,,,44.0,,C
milk,cow,morning,refrigerated,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
fruits,,,refrigerated,2,0.0,0.0,0.0,small,,,,,strawberry,soft,yellow,32.0,80.0,A
eggs,,,room,14,0.0,0.0,0.0,small,clean,,,,,,,2.0,,C
fruits,,,room,3,0.0,0.0,0.0,large,,,,,grapes,hard,green,30.0,70.0,B
honey,,,refrigerated,9,0.0,0.0,0.0,,,dark,80,20,,,,99.1,,C
honey,,,room,81,0.0,0.0,0.0,,,dark,80,20,,,,91.9,,C
milk,cow,morning,refrigerated,4,1.03,3.5,8.5,,,,,,,,,40.0,,C
fruits,,,refrigerated,4,0.0,0.0,0.0,medium,,,,,grapes,hard,yellow,29.0,60.0,B
honey,,,refrigerated,245,0.0,0.0,0.0,,,light,85,17,,,,75.5,,C
eggs,,,room,12,0.0,0.0,0.0,large,dirty,,,,,,,16.0,,C
fruits,,,refrigerated,2,0.0,0.0,0.0,medium,,,,,kiwi,medium,green,31.0,80.0,A
milk,buffalo,evening,room,5,1.04,6.5,9.0,,,,,,,,,25.0,,C
vegetables,,,refrigerated,2,0.0,0.0,0.0,small,,,,,carrot,soft,yellow,2.0,80.0,A
eggs,,,refrigerated,13,0.0,0.0,0.0,large,clean,,,,,,,9.0,,C
honey,,,room,180,0.0,0.0,0.0,,,dark,80,20,,,,82.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,large,,,,,pear,medium,yellow,47.0,90.0,A
eggs,,,room,14,0.0,0.0,0.0,large,dirty,,,,,,,2.0,,C
fruits,,,refrigerated,0,0.0,0.0,0.0,medium,,,,,pineapple,hard,green,13.0,100.0,A
milk,buffalo,morning,room,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
honey,,,refrigerated,245,0.0,0.0,0.0,,,light,85,17,,,,75.5,,C
fruits,,,room,2,0.0,0.0,0.0,large,,,,,apple,soft,red,5.0,80.0,A
vegetables,,,room,3,0.0,0.0,0.0,large,,,,,chilli,soft,yellow,18.0,70.0,B
milk,goat,morning,room,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
vegetables,,,room,3,0.0,0.0,0.0,small,,,,,cabbage,hard,red,5.0,70.0,B
fruits,,,room,5,0.0,0.0,0.0,small,,,,,orange,soft,red,13.0,50.0,B
vegetables,,,refrigerated,1,0.0,0.0,0.0,large,,,,,broccoli,soft,red,32.0,90.0,A
honey,,,room,321,0.0,0.0,0.0,,,dark,80,20,,,,67.9,,C
milk,buffalo,evening,refrigerated,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
milk,buffalo,evening,refrigerated,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
milk,buffalo,morning,refrigerated,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
vegetables,,,room,6,0.0,0.0,0.0,medium,,,,,onion,soft,yellow,13.0,40.0,C
milk,buffalo,evening,room,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
eggs,,,room,5,0.0,0.0,0.0,small,dirty,,,,,,,65.0,,C
eggs,,,refrigerated,11,0.0,0.0,0.0,medium,dirty,,,,,,,23.0,,C
vegetables,,,room,2,0.0,0.0,0.0,small,,,,,chilli,soft,green,49.0,80.0,A
eggs,,,room,1,0.0,0.0,0.0,medium,clean,,,,,,,93.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,banana,soft,green,42.0,90.0,A
vegetables,,,refrigerated,2,0.0,0.0,0.0,small,,,,,carrot,soft,green,40.0,80.0,A
fruits,,,refrigerated,6,0.0,0.0,0.0,large,,,,,pineapple,hard,red,37.0,40.0,C
fruits,,,refrigerated,7,0.0,0.0,0.0,small,,,,,mango,soft,yellow,33.0,30.0,C
vegetables,,,refrigerated,4,0.0,0.0,0.0,large,,,,,lettuce,soft,green,29.0,60.0,B
milk,buffalo,morning,room,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
milk,cow,morning,room,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
eggs,,,room,7,0.0,0.0,0.0,small,clean,,,,,,,51.0,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,strawberry,medium,green,37.0,50.0,B
vegetables,,,refrigerated,7,0.0,0.0,0.0,large,,,,,chilli,medium,red,13.0,30.0,C
vegetables,,,room,6,0.0,0.0,0.0,small,,,,,broccoli,soft,green,30.0,40.0,C
eggs,,,refrigerated,7,0.0,0.0,0.0,large,dirty,,,,,,,51.0,,C
vegetables,,,room,3,0.0,0.0,0.0,medium,,,,,radish,hard,green,1.0,70.0,B
milk,goat,evening,room,3,1.032,4.5,8.0,,,,,,,,,55.0,,C
eggs,,,refrigerated,10,0.0,0.0,0.0,small,dirty,,,,,,,30.0,,C
eggs,,,refrigerated,8,0.0,0.0,0.0,medium,clean,,,,,,,44.0,,C
milk,cow,evening,room,6,1.03,3.5,8.5,,,,,,,,,10.0,,C
vegetables,,,refrigerated,4,0.0,0.0,0.0,large,,,,,zucchini,hard,red,14.0,60.0,B
eggs,,,room,7,0.0,0.0,0.0,medium,clean,,,,,,,51.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,pineapple,hard,yellow,35.0,90.0,A
vegetables,,,refrigerated,4,0.0,0.0,0.0,medium,,,,,cabbage,hard,green,8.0,60.0,B
honey,,,refrigerated,112,0.0,0.0,0.0,,,dark,80,20,,,,88.8,,C
milk,goat,evening,refrigerated,7,1.032,4.5,8.0,,,,,,,,,0.0,,C
fruits,,,room,6,0.0,0.0,0.0,medium,,,,,grapes,medium,red,25.0,40.0,C
milk,buffalo,morning,refrigerated,5,1.04,6.5,9.0,,,,,,,,,25.0,,C
vegetables,,,room,6,0.0,0.0,0.0,large,,,,,lettuce,medium,green,23.0,40.0,C
eggs,,,room,9,0.0,0.0,0.0,medium,clean,,,,,,,37.0,,C
honey,,,refrigerated,200,0.0,0.0,0.0,,,dark,80,20,,,,80.0,,C
eggs,,,refrigerated,7,0.0,0.0,0.0,small,dirty,,,,,,,51.0,,C
honey,,,room,150,0.0,0.0,0.0,,,dark,80,20,,,,85.0,,C
milk,cow,evening,refrigerated,6,1.03,3.5,8.5,,,,,,,,,10.0,,C
eggs,,,refrigerated,10,0.0,0.0,0.0,medium,dirty,,,,,,,30.0,,C
eggs,,,room,4,0.0,0.0,0.0,medium,clean,,,,,,,72.0,,C
eggs,,,room,14,0.0,0.0,0.0,medium,clean,,,,,,,2.0,,C
honey,,,room,160,0.0,0.0,0.0,,,light,85,17,,,,84.0,,C
vegetables,,,room,7,0.0,0.0,0.0,small,,,,,pepper,medium,red,23.0,30.0,C
eggs,,,room,12,0.0,0.0,0.0,small,dirty,,,,,,,16.0,,C
eggs,,,room,5,0.0,0.0,0.0,medium,dirty,,,,,,,65.0,,C
eggs,,,refrigerated,5,0.0,0.0,0.0,medium,clean,,,,,,,65.0,,C
vegetables,,,room,1,0.0,0.0,0.0,medium,,,,,chilli,hard,red,23.0,90.0,A
honey,,,refrigerated,301,0.0,0.0,0.0,,,light,85,17,,,,69.9,,C
eggs,,,refrigerated,0,0.0,0.0,0.0,small,dirty,,,,,,,100.0,,C
honey,,,room,183,0.0,0.0,0.0,,,light,85,17,,,,81.7,,C
milk,cow,evening,room,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
eggs,,,room,12,0.0,0.0,0.0,medium,dirty,,,,,,,16.0,,C
milk,buffalo,evening,room,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
honey,,,refrigerated,106,0.0,0.0,0.0,,,dark,80,20,,,,89.4,,C
milk,cow,morning,refrigerated,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,onion,soft,yellow,40.0,30.0,C
vegetables,,,refrigerated,2,0.0,0.0,0.0,medium,,,,,spinach,soft,yellow,3.0,80.0,A
fruits,,,room,5,0.0,0.0,0.0,medium,,,,,strawberry,soft,red,1.0,50.0,B
milk,cow,morning,refrigerated,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
fruits,,,refrigerated,4,0.0,0.0,0.0,small,,,,,mango,soft,yellow,15.0,60.0,B
honey,,,room,121,0.0,0.0,0.0,,,dark,80,20,,,,87.9,,C
vegetables,,,refrigerated,2,0.0,0.0,0.0,small,,,,,tomato,medium,red,37.0,80.0,A
milk,cow,evening,refrigerated,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
milk,cow,evening,room,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
eggs,,,refrigerated,3,0.0,0.0,0.0,small,clean,,,,,,,79.0,,C
eggs,,,refrigerated,6,0.0,0.0,0.0,medium,clean,,,,,,,58.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,small,,,,,guava,hard,green,12.0,90.0,A
fruits,,,room,4,0.0,0.0,0.0,medium,,,,,pineapple,soft,red,18.0,60.0,B
eggs,,,room,8,0.0,0.0,0.0,large,dirty,,,,,,,44.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,large,,,,,mango,soft,green,41.0,90.0,A
vegetables,,,refrigerated,5,0.0,0.0,0.0,small,,,,,cabbage,soft,yellow,41.0,50.0,B
milk,buffalo,morning,refrigerated,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
milk,cow,evening,refrigerated,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
milk,buffalo,evening,refrigerated,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
vegetables,,,refrigerated,1,0.0,0.0,0.0,large,,,,,onion,soft,red,34.0,90.0,A
fruits,,,room,6,0.0,0.0,0.0,large,,,,,strawberry,soft,yellow,27.0,40.0,C
honey,,,refrigerated,156,0.0,0.0,0.0,,,light,85,17,,,,84.4,,C
milk,goat,evening,room,3,1.032,4.5,8.0,,,,,,,,,55.0,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,large,,,,,tomato,soft,yellow,13.0,30.0,C
honey,,,room,173,0.0,0.0,0.0,,,dark,80,20,,,,82.7,,C
eggs,,,refrigerated,3,0.0,0.0,0.0,small,clean,,,,,,,79.0,,C
vegetables,,,room,4,0.0,0.0,0.0,large,,,,,broccoli,medium,red,15.0,60.0,B
eggs,,,refrigerated,13,0.0,0.0,0.0,large,dirty,,,,,,,9.0,,C
honey,,,refrigerated,291,0.0,0.0,0.0,,,light,85,17,,,,70.9,,C
milk,buffalo,evening,room,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
vegetables,,,refrigerated,4,0.0,0.0,0.0,large,,,,,tomato,soft,yellow,45.0,60.0,B
milk,goat,evening,room,7,1.032,4.5,8.0,,,,,,,,,0.0,,C
honey,,,refrigerated,218,0.0,0.0,0.0,,,light,85,17,,,,78.2,,C
milk,goat,morning,room,0,1.032,4.5,8.0,,,,,,,,,100.0,,C
milk,buffalo,evening,room,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
milk,buffalo,evening,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
milk,cow,evening,refrigerated,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
milk,cow,morning,room,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
milk,buffalo,morning,room,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
milk,goat,evening,room,2,1.032,4.5,8.0,,,,,,,,,70.0,,C
eggs,,,room,3,0.0,0.0,0.0,medium,clean,,,,,,,79.0,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,small,,,,,potato,hard,green,7.0,40.0,C
fruits,,,refrigerated,5,0.0,0.0,0.0,small,,,,,kiwi,hard,red,14.0,50.0,B
vegetables,,,refrigerated,0,0.0,0.0,0.0,medium,,,,,beetroot,medium,green,15.0,100.0,A
honey,,,room,225,0.0,0.0,0.0,,,light,85,17,,,,77.5,,C
eggs,,,room,13,0.0,0.0,0.0,medium,dirty,,,,,,,9.0,,C
fruits,,,room,5,0.0,0.0,0.0,small,,,,,kiwi,hard,green,15.0,50.0,B
milk,buffalo,evening,room,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
honey,,,refrigerated,11,0.0,0.0,0.0,,,light,85,17,,,,98.9,,C
milk,buffalo,morning,refrigerated,7,1.04,6.5,9.0,,,,,,,,,0.0,,C
vegetables,,,room,4,0.0,0.0,0.0,small,,,,,cauliflower,medium,red,30.0,60.0,B
fruits,,,room,6,0.0,0.0,0.0,medium,,,,,blueberry,soft,green,46.0,40.0,C
eggs,,,refrigerated,11,0.0,0.0,0.0,medium,dirty,,,,,,,23.0,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,carrot,hard,green,5.0,40.0,C
eggs,,,refrigerated,13,0.0,0.0,0.0,medium,clean,,,,,,,9.0,,C
vegetables,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,carrot,soft,red,33.0,90.0,A
eggs,,,room,0,0.0,0.0,0.0,small,dirty,,,,,,,100.0,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,cauliflower,medium,red,22.0,30.0,C
eggs,,,refrigerated,6,0.0,0.0,0.0,large,dirty,,,,,,,58.0,,C
fruits,,,refrigerated,0,0.0,0.0,0.0,large,,,,,pear,medium,red,25.0,100.0,A
vegetables,,,refrigerated,3,0.0,0.0,0.0,small,,,,,chilli,medium,red,48.0,70.0,B
fruits,,,refrigerated,1,0.0,0.0,0.0,large,,,,,mango,medium,red,47.0,90.0,A
eggs,,,room,14,0.0,0.0,0.0,small,dirty,,,,,,,2.0,,C
vegetables,,,room,4,0.0,0.0,0.0,large,,,,,broccoli,medium,green,24.0,60.0,B
vegetables,,,refrigerated,0,0.0,0.0,0.0,large,,,,,radish,soft,yellow,42.0,100.0,A
vegetables,,,room,6,0.0,0.0,0.0,small,,,,,lettuce,soft,red,12.0,40.0,C
eggs,,,refrigerated,7,0.0,0.0,0.0,small,clean,,,,,,,51.0,,C
fruits,,,room,6,0.0,0.0,0.0,small,,,,,watermelon,medium,yellow,49.0,40.0,C
fruits,,,room,0,0.0,0.0,0.0,large,,,,,pineapple,soft,green,28.0,100.0,A
milk,goat,evening,refrigerated,4,1.032,4.5,8.0,,,,,,,,,40.0,,C
milk,buffalo,morning,room,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
honey,,,room,77,0.0,0.0,0.0,,,light,85,17,,,,92.3,,C
